"Name","Total Time","Total Time (CPU)","Hits"
"                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"http-nio-8080-exec-3","114,608 ms (-0%)","109 ms (-0%)","1"
" java.lang.Thread.run ()","114,608 ms (-0%)","109 ms (-0%)","1"
"  org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run ()","114,608 ms (-0%)","109 ms (-0%)","1"
"   java.util.concurrent.ThreadPoolExecutor$Worker.run ()","114,608 ms (-0%)","109 ms (-0%)","1"
"    java.util.concurrent.ThreadPoolExecutor.runWorker ()","114,608 ms (-0%)","109 ms (-0%)","1"
"     java.util.concurrent.ThreadPoolExecutor.getTask ()","114,499 ms (-0%)","0.0 ms (0%)","2"
"      org.apache.tomcat.util.threads.TaskQueue.take ()","114,499 ms (-0%)","0.0 ms (0%)","2"
"       org.apache.tomcat.util.threads.TaskQueue.take ()","114,499 ms (-0%)","0.0 ms (0%)","2"
"        java.util.concurrent.LinkedBlockingQueue.take ()","114,499 ms (-0%)","0.0 ms (0%)","2"
"        Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"       Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"      Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"     org.apache.tomcat.util.net.SocketProcessorBase.run ()","109 ms (-0%)","109 ms (-0%)","1"
"      org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun ()","109 ms (-0%)","109 ms (-0%)","1"
"       org.apache.coyote.AbstractProtocol$ConnectionHandler.process ()","109 ms (-0%)","109 ms (-0%)","1"
"        org.apache.coyote.AbstractProcessorLight.process ()","109 ms (-0%)","109 ms (-0%)","1"
"         org.apache.coyote.http11.Http11Processor.service ()","109 ms (-0%)","109 ms (-0%)","1"
"          org.apache.catalina.connector.CoyoteAdapter.service ()","109 ms (-0%)","109 ms (-0%)","1"
"           org.apache.catalina.core.StandardEngineValve.invoke ()","109 ms (-0%)","109 ms (-0%)","1"
"            org.apache.catalina.valves.ErrorReportValve.invoke ()","109 ms (-0%)","109 ms (-0%)","1"
"             org.apache.catalina.core.StandardHostValve.invoke ()","109 ms (-0%)","109 ms (-0%)","1"
"              org.apache.catalina.core.StandardHostValve.status ()","109 ms (-0%)","109 ms (-0%)","1"
"               org.apache.catalina.core.StandardHostValve.custom ()","109 ms (-0%)","109 ms (-0%)","1"
"                org.apache.catalina.core.ApplicationDispatcher.forward ()","109 ms (-0%)","109 ms (-0%)","1"
"                 org.apache.catalina.core.ApplicationDispatcher.doForward ()","109 ms (-0%)","109 ms (-0%)","1"
"                  org.apache.catalina.core.ApplicationDispatcher.processRequest ()","109 ms (-0%)","109 ms (-0%)","1"
"                   org.apache.catalina.core.ApplicationDispatcher.invoke ()","109 ms (-0%)","109 ms (-0%)","1"
"                    org.apache.catalina.core.ApplicationFilterChain.doFilter ()","109 ms (-0%)","109 ms (-0%)","1"
"                     org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","109 ms (-0%)","109 ms (-0%)","1"
"                      org.springframework.web.filter.DelegatingFilterProxy.doFilter ()","109 ms (-0%)","109 ms (-0%)","1"
"                       org.springframework.web.filter.DelegatingFilterProxy.invokeDelegate ()","109 ms (-0%)","109 ms (-0%)","1"
"                        org.springframework.security.web.FilterChainProxy.doFilter ()","109 ms (-0%)","109 ms (-0%)","1"
"                         org.springframework.security.web.FilterChainProxy.doFilterInternal ()","109 ms (-0%)","109 ms (-0%)","1"
"                          org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter ()","109 ms (-0%)","109 ms (-0%)","1"
"                           org.springframework.web.filter.OncePerRequestFilter.doFilter ()","109 ms (-0%)","109 ms (-0%)","1"
"                            org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter ()","109 ms (-0%)","109 ms (-0%)","1"
"                             org.springframework.security.web.context.SecurityContextPersistenceFilter.doFilter ()","109 ms (-0%)","109 ms (-0%)","1"
"                              org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter ()","109 ms (-0%)","109 ms (-0%)","1"
"                               org.springframework.web.filter.OncePerRequestFilter.doFilter ()","109 ms (-0%)","109 ms (-0%)","1"
"                                org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter ()","109 ms (-0%)","109 ms (-0%)","1"
"                                 org.springframework.security.web.authentication.logout.LogoutFilter.doFilter ()","109 ms (-0%)","109 ms (-0%)","1"
"                                  org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter ()","109 ms (-0%)","109 ms (-0%)","1"
"                                   org.springframework.security.web.savedrequest.RequestCacheAwareFilter.doFilter ()","109 ms (-0%)","109 ms (-0%)","1"
"                                    org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter ()","109 ms (-0%)","109 ms (-0%)","1"
"                                     org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter.doFilter ()","109 ms (-0%)","109 ms (-0%)","1"
"                                      org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter ()","109 ms (-0%)","109 ms (-0%)","1"
"                                       org.springframework.security.web.authentication.AnonymousAuthenticationFilter.doFilter ()","109 ms (-0%)","109 ms (-0%)","1"
"                                        org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter ()","109 ms (-0%)","109 ms (-0%)","1"
"                                         org.springframework.security.web.session.SessionManagementFilter.doFilter ()","109 ms (-0%)","109 ms (-0%)","1"
"                                          org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter ()","109 ms (-0%)","109 ms (-0%)","1"
"                                           org.springframework.security.web.access.ExceptionTranslationFilter.doFilter ()","109 ms (-0%)","109 ms (-0%)","1"
"                                            org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter ()","109 ms (-0%)","109 ms (-0%)","1"
"                                             org.springframework.security.web.access.intercept.FilterSecurityInterceptor.doFilter ()","109 ms (-0%)","109 ms (-0%)","1"
"                                              org.springframework.security.web.access.intercept.FilterSecurityInterceptor.invoke ()","109 ms (-0%)","109 ms (-0%)","1"
"                                               org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter ()","109 ms (-0%)","109 ms (-0%)","1"
"                                                org.apache.catalina.core.ApplicationFilterChain.doFilter ()","109 ms (-0%)","109 ms (-0%)","1"
"                                                 org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","109 ms (-0%)","109 ms (-0%)","1"
"                                                  javax.servlet.http.HttpServlet.service ()","109 ms (-0%)","109 ms (-0%)","1"
"                                                   org.springframework.web.servlet.FrameworkServlet.service ()","109 ms (-0%)","109 ms (-0%)","1"
"                                                    javax.servlet.http.HttpServlet.service ()","109 ms (-0%)","109 ms (-0%)","1"
"                                                     org.springframework.web.servlet.FrameworkServlet.doGet ()","109 ms (-0%)","109 ms (-0%)","1"
"                                                      org.springframework.web.servlet.FrameworkServlet.processRequest ()","109 ms (-0%)","109 ms (-0%)","1"
"                                                       org.springframework.web.servlet.DispatcherServlet.doService ()","109 ms (-0%)","109 ms (-0%)","1"
"                                                        org.springframework.web.servlet.DispatcherServlet.doDispatch ()","109 ms (-0%)","109 ms (-0%)","1"
"                                                         org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle ()","109 ms (-0%)","109 ms (-0%)","1"
"                                                          org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal ()","109 ms (-0%)","109 ms (-0%)","1"
"                                                           org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandlerMethod ()","109 ms (-0%)","109 ms (-0%)","1"
"                                                            org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle ()","109 ms (-0%)","109 ms (-0%)","1"
"                                                             org.springframework.web.method.support.HandlerMethodReturnValueHandlerComposite.handleReturnValue ()","109 ms (-0%)","109 ms (-0%)","1"
"                                                              org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor.handleReturnValue ()","109 ms (-0%)","109 ms (-0%)","1"
"                                                               org.springframework.web.servlet.mvc.method.annotation.AbstractMessageConverterMethodArgumentResolver.createInputMessage ()","109 ms (-0%)","109 ms (-0%)","1"
"                                                                java.lang.ClassLoader.loadClass ()","109 ms (-0%)","109 ms (-0%)","1"
"                                                                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"http-nio-8080-exec-4","114,608 ms (-0%)","196 ms (-0%)","1"
" java.lang.Thread.run ()","114,608 ms (-0%)","196 ms (-0%)","1"
"  org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run ()","114,608 ms (-0%)","196 ms (-0%)","1"
"   java.util.concurrent.ThreadPoolExecutor$Worker.run ()","114,608 ms (-0%)","196 ms (-0%)","1"
"    java.util.concurrent.ThreadPoolExecutor.runWorker ()","114,608 ms (-0%)","196 ms (-0%)","1"
"     java.util.concurrent.ThreadPoolExecutor.getTask ()","114,412 ms (-0%)","0.0 ms (0%)","3"
"      org.apache.tomcat.util.threads.TaskQueue.take ()","114,412 ms (-0%)","0.0 ms (0%)","3"
"       org.apache.tomcat.util.threads.TaskQueue.take ()","114,412 ms (-0%)","0.0 ms (0%)","3"
"        java.util.concurrent.LinkedBlockingQueue.take ()","114,412 ms (-0%)","0.0 ms (0%)","3"
"        Self time","0.0 ms (0%)","0.0 ms (0%)","3"
"       Self time","0.0 ms (0%)","0.0 ms (0%)","3"
"      Self time","0.0 ms (0%)","0.0 ms (0%)","3"
"     org.apache.tomcat.util.net.SocketProcessorBase.run ()","196 ms (-0%)","196 ms (-0%)","2"
"      org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun ()","196 ms (-0%)","196 ms (-0%)","2"
"       org.apache.coyote.AbstractProtocol$ConnectionHandler.process ()","196 ms (-0%)","196 ms (-0%)","2"
"        org.apache.coyote.AbstractProcessorLight.process ()","196 ms (-0%)","196 ms (-0%)","2"
"         org.apache.coyote.http11.Http11Processor.service ()","196 ms (-0%)","196 ms (-0%)","2"
"          org.apache.catalina.connector.CoyoteAdapter.service ()","196 ms (-0%)","196 ms (-0%)","2"
"           org.apache.catalina.core.StandardEngineValve.invoke ()","102 ms (-0%)","102 ms (-0%)","1"
"            org.apache.catalina.valves.ErrorReportValve.invoke ()","102 ms (-0%)","102 ms (-0%)","1"
"             org.apache.catalina.core.StandardHostValve.invoke ()","102 ms (-0%)","102 ms (-0%)","1"
"              org.apache.catalina.authenticator.AuthenticatorBase.invoke ()","102 ms (-0%)","102 ms (-0%)","1"
"               org.apache.catalina.core.StandardContextValve.invoke ()","102 ms (-0%)","102 ms (-0%)","1"
"                org.apache.catalina.core.StandardWrapperValve.invoke ()","102 ms (-0%)","102 ms (-0%)","1"
"                 org.apache.catalina.core.ApplicationFilterChain.doFilter ()","102 ms (-0%)","102 ms (-0%)","1"
"                  org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","102 ms (-0%)","102 ms (-0%)","1"
"                   org.springframework.web.filter.OncePerRequestFilter.doFilter ()","102 ms (-0%)","102 ms (-0%)","1"
"                    org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal ()","102 ms (-0%)","102 ms (-0%)","1"
"                     org.apache.catalina.core.ApplicationFilterChain.doFilter ()","102 ms (-0%)","102 ms (-0%)","1"
"                      org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","102 ms (-0%)","102 ms (-0%)","1"
"                       org.springframework.web.filter.OncePerRequestFilter.doFilter ()","102 ms (-0%)","102 ms (-0%)","1"
"                        org.springframework.web.filter.FormContentFilter.doFilterInternal ()","102 ms (-0%)","102 ms (-0%)","1"
"                         org.apache.catalina.core.ApplicationFilterChain.doFilter ()","102 ms (-0%)","102 ms (-0%)","1"
"                          org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","102 ms (-0%)","102 ms (-0%)","1"
"                           org.springframework.web.filter.OncePerRequestFilter.doFilter ()","102 ms (-0%)","102 ms (-0%)","1"
"                            org.springframework.web.filter.RequestContextFilter.doFilterInternal ()","102 ms (-0%)","102 ms (-0%)","1"
"                             org.apache.catalina.core.ApplicationFilterChain.doFilter ()","102 ms (-0%)","102 ms (-0%)","1"
"                              org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","102 ms (-0%)","102 ms (-0%)","1"
"                               org.springframework.web.filter.DelegatingFilterProxy.doFilter ()","102 ms (-0%)","102 ms (-0%)","1"
"                                org.springframework.web.filter.DelegatingFilterProxy.invokeDelegate ()","102 ms (-0%)","102 ms (-0%)","1"
"                                 org.springframework.security.web.FilterChainProxy.doFilter ()","102 ms (-0%)","102 ms (-0%)","1"
"                                  org.springframework.security.web.FilterChainProxy.doFilterInternal ()","102 ms (-0%)","102 ms (-0%)","1"
"                                   org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter ()","102 ms (-0%)","102 ms (-0%)","1"
"                                    org.springframework.web.filter.OncePerRequestFilter.doFilter ()","102 ms (-0%)","102 ms (-0%)","1"
"                                     org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter.doFilterInternal ()","102 ms (-0%)","102 ms (-0%)","1"
"                                      org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter ()","102 ms (-0%)","102 ms (-0%)","1"
"                                       org.springframework.security.web.context.SecurityContextPersistenceFilter.doFilter ()","102 ms (-0%)","102 ms (-0%)","1"
"                                        org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter ()","102 ms (-0%)","102 ms (-0%)","1"
"                                         org.springframework.web.filter.OncePerRequestFilter.doFilter ()","102 ms (-0%)","102 ms (-0%)","1"
"                                          org.springframework.security.web.header.HeaderWriterFilter.doFilterInternal ()","102 ms (-0%)","102 ms (-0%)","1"
"                                           org.springframework.security.web.header.HeaderWriterFilter.doHeadersAfter ()","102 ms (-0%)","102 ms (-0%)","1"
"                                            org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter ()","102 ms (-0%)","102 ms (-0%)","1"
"                                             org.springframework.security.web.authentication.logout.LogoutFilter.doFilter ()","102 ms (-0%)","102 ms (-0%)","1"
"                                              org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter ()","102 ms (-0%)","102 ms (-0%)","1"
"                                               org.springframework.security.web.savedrequest.RequestCacheAwareFilter.doFilter ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                 org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter.doFilter ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                  org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                   org.springframework.security.web.authentication.AnonymousAuthenticationFilter.doFilter ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                    org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                     org.springframework.security.web.session.SessionManagementFilter.doFilter ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                      org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                       org.springframework.security.web.access.ExceptionTranslationFilter.doFilter ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                        org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                         org.springframework.security.web.access.intercept.FilterSecurityInterceptor.doFilter ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                          org.springframework.security.web.access.intercept.FilterSecurityInterceptor.invoke ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                           org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                            org.apache.catalina.core.ApplicationFilterChain.doFilter ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                             org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                              org.apache.tomcat.websocket.server.WsFilter.doFilter ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                               org.apache.catalina.core.ApplicationFilterChain.doFilter ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                                org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                                 javax.servlet.http.HttpServlet.service ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                                  org.springframework.web.servlet.FrameworkServlet.service ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                                   javax.servlet.http.HttpServlet.service ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                                    org.springframework.web.servlet.FrameworkServlet.doGet ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                                     org.springframework.web.servlet.FrameworkServlet.processRequest ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                                      org.springframework.web.servlet.DispatcherServlet.doService ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                                       org.springframework.web.servlet.DispatcherServlet.doDispatch ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                                        org.springframework.web.servlet.DispatcherServlet.processDispatchResult ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                                         org.springframework.web.servlet.DispatcherServlet.render ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                                          org.thymeleaf.spring5.view.ThymeleafView.render ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                                           org.thymeleaf.spring5.view.ThymeleafView.renderFragment ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                                            org.thymeleaf.TemplateEngine.process ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                                             org.thymeleaf.TemplateEngine.process ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                                              org.thymeleaf.engine.TemplateManager.parseAndProcess ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                                               org.thymeleaf.templateparser.markup.AbstractMarkupTemplateParser.parseStandalone ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                                                org.thymeleaf.templateparser.markup.AbstractMarkupTemplateParser.parse ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                                                 org.attoparser.MarkupParser.parse ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                                                  org.attoparser.MarkupParser.parseDocument ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                                                   org.attoparser.MarkupParser.parseBuffer ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                                                    org.attoparser.ParsingElementMarkupUtil.parseOpenElement ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                                                     org.attoparser.MarkupEventProcessorHandler.handleOpenElementEnd ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                                                      org.attoparser.HtmlMarkupHandler.handleOpenElementEnd ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                                                       org.attoparser.HtmlElement.handleOpenElementEnd ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                                                        org.thymeleaf.templateparser.markup.InlinedOutputExpressionMarkupHandler.handleOpenElementEnd ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                                                         org.thymeleaf.standard.inline.OutputExpressionInlinePreProcessorHandler.handleOpenElementEnd ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                                                          org.thymeleaf.templateparser.markup.InlinedOutputExpressionMarkupHandler$InlineMarkupAdapterPreProcessorHandler.handleOpenElementEnd ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                                                           org.thymeleaf.engine.TemplateHandlerAdapterMarkupHandler.handleOpenElementEnd ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                                                            org.thymeleaf.engine.ProcessorTemplateHandler.handleOpenElement ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                                                             org.thymeleaf.util.ProcessorConfigurationUtils$ElementTagProcessorWrapper.process ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                                                              org.thymeleaf.processor.element.AbstractElementTagProcessor.process ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                                                               org.thymeleaf.processor.element.AbstractAttributeTagProcessor.doProcess ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                                                                org.thymeleaf.standard.processor.AbstractStandardExpressionAttributeTagProcessor.doProcess ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                                                                 org.thymeleaf.spring5.processor.SpringActionTagProcessor.doProcess ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                                                                  org.unbescape.html.HtmlEscape.escapeHtml4Xml ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                                                                   org.unbescape.html.HtmlEscape.escapeHtml ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                                                                    org.unbescape.html.HtmlEscapeUtil.escape ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                                                                     org.unbescape.html.HtmlEscapeSymbols.<clinit> ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                                                                      org.unbescape.html.Html5EscapeSymbolsInitializer.initializeHtml5 ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                                                                       org.unbescape.html.HtmlEscapeSymbols.<init> ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                                                                        java.util.Collections.sort ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                                                                         java.util.ArrayList.sort ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                                                                          java.util.Arrays.sort ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                                                                           java.util.TimSort.sort ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                                                                            java.util.TimSort.mergeCollapse ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                                                                             java.util.TimSort.mergeAt ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                                                                              java.util.TimSort.gallopRight ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                                                                               org.unbescape.html.HtmlEscapeSymbols$1.compare ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                                                                                org.unbescape.html.HtmlEscapeSymbols$1.compare ()","102 ms (-0%)","102 ms (-0%)","1"
"                                                                                                                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
