"Name","Live Bytes","Live Objects"
"java.util.concurrent.ConcurrentLinkedQueue$Node","3,072 B (0%)","128 (0%)"
"java.io.ObjectInputStream$ValidationList","3,072 B (0%)","192 (0%)"
"org.springframework.util.LinkedCaseInsensitiveMap","3,040 B (0%)","76 (0%)"
"java.util.regex.Pattern$BmpCharProperty","3,000 B (0%)","125 (0%)"
"java.security.AccessControlContext","3,000 B (0%)","75 (0%)"
"java.security.Provider$Service","2,968 B (0%)","53 (0%)"
"sun.reflect.generics.tree.FormalTypeParameter","2,952 B (0%)","123 (0%)"
"javax.management.MBeanAttributeInfo[]","2,944 B (0%)","59 (0%)"
"java.util.ResourceBundle$KeyElementReference","2,944 B (0%)","92 (0%)"
"org.springframework.beans.factory.support.GenericBeanDefinition","2,912 B (0%)","28 (0%)"
"java.util.Arrays$ArrayItr","2,880 B (0%)","120 (0%)"
"java.util.Collections$SetFromMap","2,856 B (0%)","119 (0%)"
"com.sun.beans.introspect.MethodInfo","2,832 B (0%)","118 (0%)"
"org.thymeleaf.engine.ElementDefinitions$HTMLElementDefinitionSpec","2,832 B (0%)","118 (0%)"
"jdk.internal.org.objectweb.asm.FieldWriter","2,816 B (0%)","44 (0%)"
"java.beans.MethodRef","2,808 B (0%)","117 (0%)"
"java.lang.RuntimePermission","2,784 B (0%)","116 (0%)"
"javax.management.MBeanInfo","2,784 B (0%)","58 (0%)"
"sun.reflect.generics.tree.TypeSignature[]","2,776 B (0%)","123 (0%)"
"sun.reflect.generics.scope.MethodScope","2,760 B (0%)","115 (0%)"
"java.text.DecimalFormat","2,736 B (0%)","19 (0%)"
"javax.management.remote.rmi.RMIConnectionImpl$CombinedClassLoader","2,728 B (0%)","31 (0%)"
"javax.management.remote.rmi.RMIConnectionImpl$CombinedClassLoader$ClassLoaderWrapper","2,728 B (0%)","31 (0%)"
"sun.reflect.annotation.AnnotationType","2,720 B (0%)","85 (0%)"
"org.springframework.beans.GenericTypeAwarePropertyDescriptor","2,688 B (0%)","28 (0%)"
"org.hibernate.hql.internal.ast.tree.Node","2,640 B (0%)","55 (0%)"
"com.sun.jmx.remote.util.OrderClassLoaders","2,640 B (0%)","30 (0%)"
"sun.rmi.server.MarshalOutputStream$1","2,640 B (0%)","165 (0%)"
"java.lang.invoke.MethodHandles$Lookup","2,592 B (0%)","108 (0%)"
"org.hibernate.internal.util.collections.BoundedConcurrentHashMap$LRU","2,560 B (0%)","32 (0%)"
"org.h2.table.Column[]","2,536 B (0%)","59 (0%)"
"java.lang.invoke.DirectMethodHandle$Interface","2,520 B (0%)","63 (0%)"
"java.lang.reflect.Parameter[]","2,504 B (0%)","98 (0%)"
"java.util.ImmutableCollections$List12","2,496 B (0%)","104 (0%)"
"java.util.concurrent.ConcurrentLinkedQueue","2,472 B (0%)","103 (0%)"
"jdk.internal.org.objectweb.asm.AnnotationWriter","2,464 B (0%)","44 (0%)"
"java.util.ServiceLoader","2,464 B (0%)","44 (0%)"
"org.h2.value.ValueLong","2,448 B (0%)","102 (0%)"
"java.util.HashMap$KeySet","2,448 B (0%)","153 (0%)"
"java.util.HashMap$KeyIterator","2,440 B (0%)","61 (0%)"
"java.util.zip.ZipFile$CleanableResource","2,432 B (0%)","76 (0%)"
"java.io.RandomAccessFile","2,432 B (0%)","76 (0%)"
"java.util.HashMap$EntrySet","2,432 B (0%)","152 (0%)"
"org.apache.catalina.util.ManifestResource","2,400 B (0%)","75 (0%)"
"org.springframework.beans.PropertyValue","2,400 B (0%)","50 (0%)"
"java.net.NetworkInterface","2,400 B (0%)","50 (0%)"
"org.thymeleaf.engine.Attribute[]","2,304 B (0%)","94 (0%)"
"sun.net.www.protocol.file.FileURLConnection","2,288 B (0%)","22 (0%)"
"org.h2.value.TypeInfo","2,280 B (0%)","57 (0%)"
"javax.management.MBeanAttributeInfo","2,272 B (0%)","71 (0%)"
"java.security.ProtectionDomain[]","2,264 B (0%)","87 (0%)"
"org.thymeleaf.engine.Attributes","2,256 B (0%)","94 (0%)"
"org.h2.value.ValueInt","2,256 B (0%)","141 (0%)"
"java.util.regex.Pattern$GroupHead[]","2,240 B (0%)","40 (0%)"
"org.hibernate.persister.entity.SingleTableEntityPersister","2,240 B (0%)","4 (0%)"
"org.springframework.web.method.HandlerMethod$HandlerMethodParameter","2,232 B (0%)","31 (0%)"
"java.lang.invoke.BoundMethodHandle$Species_LL","2,200 B (0%)","55 (0%)"
"sun.reflect.generics.tree.TypeVariableSignature","2,176 B (0%)","136 (0%)"
"java.text.DateFormatSymbols","2,176 B (0%)","34 (0%)"
"org.springframework.http.HttpStatus","2,176 B (0%)","68 (0%)"
"org.h2.result.RowImpl","2,144 B (0%)","67 (0%)"
"java.util.GregorianCalendar","2,128 B (0%)","19 (0%)"
"java.lang.invoke.LambdaForm$Kind","2,112 B (0%)","66 (0%)"
"org.springframework.web.method.HandlerMethod","2,112 B (0%)","33 (0%)"
"java.util.ImmutableCollections$ListN","2,096 B (0%)","131 (0%)"
"java.util.regex.Pattern$Slice","2,088 B (0%)","87 (0%)"
"org.hibernate.hql.internal.ast.HqlToken","2,080 B (0%)","52 (0%)"
"java.lang.annotation.ElementType[]","2,072 B (0%)","79 (0%)"
"org.springframework.boot.autoconfigure.condition.OnClassCondition","2,064 B (0%)","86 (0%)"
"java.util.Optional","2,064 B (0%)","129 (0%)"
"org.springframework.core.annotation.AnnotationTypeMappings","2,064 B (0%)","86 (0%)"
"java.lang.Character","2,064 B (0%)","129 (0%)"
"java.util.LinkedHashMap$LinkedEntrySet","2,048 B (0%)","128 (0%)"
"org.springframework.asm.Type","2,048 B (0%)","64 (0%)"
"org.springframework.core.type.MethodMetadata[]","2,024 B (0%)","86 (0%)"
"org.hibernate.engine.jdbc.Size","2,016 B (0%)","63 (0%)"
"java.util.stream.ReferencePipeline$Head","2,016 B (0%)","36 (0%)"
"org.springframework.cglib.core.Signature","2,016 B (0%)","84 (0%)"
"java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask","2,016 B (0%)","28 (0%)"
"java.lang.invoke.BoundMethodHandle$SpeciesData","2,016 B (0%)","42 (0%)"
"java.util.ResourceBundle$BundleReference","1,968 B (0%)","41 (0%)"
"com.sun.management.internal.DiagnosticCommandInfo","1,968 B (0%)","41 (0%)"
"jdk.internal.reflect.UnsafeQualifiedStaticObjectFieldAccessorImpl","1,960 B (0%)","49 (0%)"
"java.rmi.MarshalledObject$MarshalledObjectInputStream","1,944 B (0%)","27 (0%)"
"javax.management.Attribute","1,944 B (0%)","81 (0%)"
"org.hibernate.internal.CoreMessageLogger_$logger","1,920 B (0%)","120 (0%)"
"com.sun.proxy.$Proxy32","1,920 B (0%)","120 (0%)"
"java.util.Properties","1,904 B (0%)","34 (0%)"
"java.util.concurrent.atomic.AtomicLong","1,896 B (0%)","79 (0%)"
"java.util.concurrent.atomic.AtomicBoolean","1,888 B (0%)","118 (0%)"
"java.security.BasicPermissionCollection","1,888 B (0%)","59 (0%)"
"java.lang.reflect.ProxyGenerator$ConstantPool$ValueEntry","1,872 B (0%)","117 (0%)"
"java.util.regex.Pattern$GroupTail","1,872 B (0%)","78 (0%)"
"org.springframework.core.annotation.AttributeMethods","1,856 B (0%)","58 (0%)"
"sun.security.util.LazyCodeSourcePermissionCollection","1,856 B (0%)","58 (0%)"
"java.time.format.DateTimeFormatterBuilder$NumberPrinterParser","1,856 B (0%)","58 (0%)"
"java.util.zip.ZipFile$Source$Key","1,848 B (0%)","77 (0%)"
"java.beans.MethodDescriptor","1,848 B (0%)","33 (0%)"
"sun.util.calendar.Gregorian$Date","1,824 B (0%)","19 (0%)"
"java.util.regex.Pattern$GroupHead","1,800 B (0%)","75 (0%)"
"org.apache.tomcat.util.res.StringManager$1","1,792 B (0%)","32 (0%)"
"com.sun.proxy.$Proxy1","1,792 B (0%)","112 (0%)"
"org.springframework.boot.autoconfigure.condition.OnBeanCondition","1,776 B (0%)","74 (0%)"
"org.springframework.expression.common.LiteralExpression","1,776 B (0%)","111 (0%)"
"java.util.ServiceLoader$LazyClassPathLookupIterator","1,760 B (0%)","44 (0%)"
"java.io.StringReader","1,760 B (0%)","44 (0%)"
"java.lang.invoke.BoundMethodHandle$Species_LLLLLLIIL","1,728 B (0%)","27 (0%)"
"org.thymeleaf.engine.IEngineTemplateEvent[]","1,728 B (0%)","8 (0%)"
"org.thymeleaf.model.IProcessableElementTag[]","1,728 B (0%)","16 (0%)"
"org.springframework.util.MimeType$$Lambda$209.0x0000000100293040","1,728 B (0%)","72 (0%)"
"java.net.InetAddress[]","1,696 B (0%)","94 (0%)"
"org.h2.mvstore.Page$Leaf","1,680 B (0%)","35 (0%)"
"org.hibernate.hql.internal.ast.tree.IdentNode","1,680 B (0%)","21 (0%)"
"java.util.regex.Pattern$Start","1,680 B (0%)","70 (0%)"
"org.springframework.core.io.ClassPathResource","1,680 B (0%)","70 (0%)"
"java.lang.invoke.BoundMethodHandle$SpeciesData[]","1,680 B (0%)","42 (0%)"
"java.lang.invoke.MethodHandleNatives$CallSiteContext","1,656 B (0%)","69 (0%)"
"sun.util.locale.LanguageTag","1,640 B (0%)","41 (0%)"
"org.springframework.boot.context.properties.source.PropertyMapping[]","1,640 B (0%)","14 (0%)"
"com.sun.beans.introspect.ClassInfo","1,632 B (0%)","51 (0%)"
"org.hibernate.dialect.function.StandardSQLFunction","1,608 B (0%)","67 (0%)"
"sun.util.locale.StringTokenIterator","1,600 B (0%)","40 (0%)"
"java.util.concurrent.ConcurrentHashMap$ReservationNode","1,600 B (0%)","50 (0%)"
"org.apache.tomcat.util.http.ValuesEnumerator","1,600 B (0%)","50 (0%)"
"com.sun.beans.util.Cache$CacheEntry","1,600 B (0%)","50 (0%)"
"org.aopalliance.intercept.MethodInterceptor[]","1,600 B (0%)","80 (0%)"
"java.util.ImmutableCollections$ListItr","1,600 B (0%)","50 (0%)"
"sun.util.locale.InternalLocaleBuilder","1,600 B (0%)","40 (0%)"
"java.util.StringTokenizer","1,584 B (0%)","33 (0%)"
"java.util.Enumeration[]","1,584 B (0%)","66 (0%)"
"java.lang.CompoundEnumeration","1,584 B (0%)","66 (0%)"
"java.time.temporal.ValueRange","1,584 B (0%)","33 (0%)"
"sun.security.provider.HashDrbg","1,568 B (0%)","14 (0%)"
"byte[][]","1,568 B (0%)","1 (0%)"
"org.h2.value.ValueInt[]","1,568 B (0%)","2 (0%)"
"java.time.format.DateTimeFormatterBuilder$DateTimePrinterParser[]","1,560 B (0%)","43 (0%)"
"javax.management.MBeanOperationInfo","1,560 B (0%)","39 (0%)"
"org.springframework.core.annotation.AnnotationTypeMappings$Cache$$Lambda$92.0x000000010017ec40","1,552 B (0%)","97 (0%)"
"org.springframework.expression.spel.standard.TokenKind","1,536 B (0%)","48 (0%)"
"org.springframework.web.servlet.mvc.method.RequestMappingInfo","1,536 B (0%)","32 (0%)"
"java.util.WeakHashMap$KeySet","1,488 B (0%)","93 (0%)"
"java.util.concurrent.locks.ReentrantReadWriteLock$NonfairSync","1,488 B (0%)","31 (0%)"
"jdk.internal.reflect.UnsafeQualifiedStaticLongFieldAccessorImpl","1,480 B (0%)","37 (0%)"
"org.attoparser.HtmlBodyElement","1,472 B (0%)","46 (0%)"
"java.util.regex.Pattern$Branch","1,472 B (0%)","46 (0%)"
"sun.reflect.generics.tree.Wildcard","1,464 B (0%)","61 (0%)"
"org.hibernate.hql.internal.ast.tree.DotNode","1,456 B (0%)","13 (0%)"
"java.lang.Integer[]","1,440 B (0%)","8 (0%)"
"java.util.concurrent.ConcurrentHashMap$MapEntry","1,416 B (0%)","59 (0%)"
"jdk.internal.module.SystemModuleFinders$2","1,416 B (0%)","59 (0%)"
"java.util.ServiceLoader$ModuleServicesLookupIterator","1,408 B (0%)","44 (0%)"
"java.lang.invoke.MethodHandleImpl$AsVarargsCollector","1,400 B (0%)","35 (0%)"
"java.util.PropertyResourceBundle","1,400 B (0%)","35 (0%)"
"sun.util.calendar.ZoneInfo","1,400 B (0%)","25 (0%)"
"org.hibernate.validator.internal.metadata.aggregated.CascadingMetaDataBuilder","1,400 B (0%)","35 (0%)"
"javax.management.MBeanParameterInfo","1,376 B (0%)","43 (0%)"
"javax.management.MBeanOperationInfo[]","1,376 B (0%)","47 (0%)"
"jdk.internal.math.FDBigInteger[]","1,376 B (0%)","1 (0%)"
"java.lang.module.ModuleDescriptor$Provides","1,368 B (0%)","57 (0%)"
"java.text.DecimalFormatSymbols","1,368 B (0%)","19 (0%)"
"java.util.EnumMap","1,360 B (0%)","34 (0%)"
"org.hibernate.internal.SessionImpl","1,360 B (0%)","10 (0%)"
"com.sun.proxy.$Proxy21","1,360 B (0%)","85 (0%)"
"java.util.IdentityHashMap","1,360 B (0%)","34 (0%)"
"java.util.jar.Manifest","1,344 B (0%)","56 (0%)"
"org.springframework.core.type.StandardAnnotationMetadata","1,344 B (0%)","42 (0%)"
"org.thymeleaf.standard.processor.StandardConditionalFixedValueTagProcessor","1,344 B (0%)","24 (0%)"
"java.lang.Character$UnicodeBlock[]","1,328 B (0%)","1 (0%)"
"org.springframework.core.type.classreading.SimpleAnnotationMetadataReadingVisitor$Source","1,328 B (0%)","83 (0%)"
"java.security.Provider$UString","1,320 B (0%)","55 (0%)"
"com.sun.management.internal.DiagnosticCommandImpl$Wrapper","1,312 B (0%)","41 (0%)"
"org.h2.expression.ExpressionVisitor","1,296 B (0%)","27 (0%)"
"sun.reflect.generics.reflectiveObjects.WildcardTypeImpl","1,296 B (0%)","54 (0%)"
"org.apache.tomcat.util.http.MimeHeaderField","1,296 B (0%)","54 (0%)"
"org.springframework.beans.BeanWrapperImpl","1,280 B (0%)","16 (0%)"
"sun.net.www.protocol.jar.URLJarFile","1,280 B (0%)","16 (0%)"
"java.util.PropertyPermission","1,280 B (0%)","40 (0%)"
"java.math.BigInteger[]","1,280 B (0%)","39 (0%)"
"org.thymeleaf.cache.ExpressionCacheKey","1,280 B (0%)","40 (0%)"
"java.lang.Double","1,248 B (0%)","52 (0%)"
"java.time.format.DateTimeFormatter","1,240 B (0%)","31 (0%)"
"org.h2.mvstore.tx.Transaction","1,232 B (0%)","14 (0%)"
"java.util.regex.Pattern$Node[]","1,232 B (0%)","46 (0%)"
"com.sun.proxy.$Proxy0","1,232 B (0%)","77 (0%)"
"jdk.internal.reflect.BootstrapConstructorAccessorImpl","1,216 B (0%)","76 (0%)"
"com.sun.proxy.$Proxy4","1,216 B (0%)","76 (0%)"
"java.net.InetAddress$InetAddressHolder","1,216 B (0%)","38 (0%)"
"org.springframework.util.LinkedCaseInsensitiveMap$EntrySetIterator","1,216 B (0%)","38 (0%)"
"org.springframework.expression.TypedValue","1,200 B (0%)","50 (0%)"
"java.time.temporal.ChronoField","1,200 B (0%)","30 (0%)"
"org.springframework.web.servlet.handler.DispatcherServletWebRequest","1,200 B (0%)","30 (0%)"
"java.math.BigDecimal","1,200 B (0%)","30 (0%)"
"org.apache.tomcat.util.http.parser.Cookie$ByteBuffer","1,200 B (0%)","50 (0%)"
"javax.management.MBeanPermission","1,200 B (0%)","30 (0%)"
"java.util.regex.Pattern$BmpCharPropertyGreedy","1,200 B (0%)","50 (0%)"
"java.util.Collections$SingletonSet","1,200 B (0%)","75 (0%)"
"jdk.internal.module.SystemModuleFinders$SystemModuleReader","1,176 B (0%)","49 (0%)"
"java.lang.module.ResolvedModule","1,176 B (0%)","49 (0%)"
"java.util.concurrent.locks.ReentrantReadWriteLock","1,176 B (0%)","49 (0%)"
"java.lang.Object[][]","1,168 B (0%)","24 (0%)"
"java.util.regex.Pattern$BitClass","1,152 B (0%)","48 (0%)"
"org.hibernate.validator.internal.metadata.raw.ConstrainedExecutable","1,152 B (0%)","24 (0%)"
"java.lang.invoke.MemberName[]","1,152 B (0%)","8 (0%)"
"java.util.concurrent.atomic.LongAdder","1,152 B (0%)","36 (0%)"
"java.text.SimpleDateFormat","1,152 B (0%)","18 (0%)"
"jdk.internal.reflect.MethodAccessorGenerator","1,152 B (0%)","8 (0%)"
"jdk.internal.loader.BuiltinClassLoader$LoadedModule","1,152 B (0%)","48 (0%)"
"org.apache.juli.logging.DirectJDKLog","1,136 B (0%)","71 (0%)"
"org.springframework.core.convert.support.GenericConversionService$ConverterCacheKey","1,128 B (0%)","47 (0%)"
"java.lang.invoke.VarHandleObjects$FieldInstanceReadWrite","1,120 B (0%)","28 (0%)"
"org.springframework.web.context.request.ServletWebRequest","1,120 B (0%)","28 (0%)"
"org.springframework.data.repository.core.support.MethodLookups$RepositoryAwareMethodLookup$$Lambda$786.0x0000000100760440","1,104 B (0%)","46 (0%)"
"java.lang.reflect.ProxyGenerator$ExceptionTableEntry","1,104 B (0%)","46 (0%)"
"java.nio.DirectByteBuffer","1,088 B (0%)","17 (0%)"
"org.hibernate.service.spi.ServiceBinding","1,088 B (0%)","34 (0%)"
"org.springframework.format.support.FormattingConversionService$AnnotationParserConverter","1,088 B (0%)","34 (0%)"
"org.springframework.format.support.FormattingConversionService$AnnotationPrinterConverter","1,088 B (0%)","34 (0%)"
"org.thymeleaf.engine.ProcessorTemplateHandler","1,088 B (0%)","8 (0%)"
"jdk.internal.reflect.UnsafeQualifiedStaticIntegerFieldAccessorImpl","1,080 B (0%)","27 (0%)"
"org.springframework.expression.spel.ast.PropertyOrFieldReference","1,064 B (0%)","19 (0%)"
"javax.management.openmbean.ArrayType","1,064 B (0%)","19 (0%)"
"jdk.internal.loader.URLClassPath$1","1,056 B (0%)","33 (0%)"
"org.thymeleaf.engine.ElementProcessorIterator","1,056 B (0%)","22 (0%)"
"org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor$$Lambda$443.0x0000000100439c40","1,056 B (0%)","44 (0%)"
"org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor$$Lambda$442.0x0000000100439840","1,056 B (0%)","44 (0%)"
"org.springframework.orm.jpa.support.PersistenceAnnotationBeanPostProcessor$$Lambda$437.0x0000000100438040","1,056 B (0%)","44 (0%)"
"org.hibernate.event.service.internal.EventListenerGroupImpl","1,056 B (0%)","33 (0%)"
"org.springframework.context.annotation.CommonAnnotationBeanPostProcessor$$Lambda$440.0x0000000100439040","1,056 B (0%)","44 (0%)"
"org.springframework.core.annotation.AnnotationTypeMappings$$Lambda$91.0x000000010017f440","1,056 B (0%)","66 (0%)"
"org.springframework.context.annotation.CommonAnnotationBeanPostProcessor$$Lambda$441.0x0000000100439440","1,056 B (0%)","44 (0%)"
"java.util.regex.IntHashSet[]","1,056 B (0%)","64 (0%)"
"org.apache.coyote.ActionCode","1,056 B (0%)","44 (0%)"
"com.sun.proxy.$Proxy5","1,056 B (0%)","66 (0%)"
"org.springframework.orm.jpa.support.PersistenceAnnotationBeanPostProcessor$$Lambda$438.0x0000000100438440","1,056 B (0%)","44 (0%)"
"java.util.ServiceLoader$2","1,056 B (0%)","44 (0%)"
"java.lang.Long[]","1,040 B (0%)","1 (0%)"
"org.springframework.core.convert.Property","1,040 B (0%)","26 (0%)"
"org.hibernate.engine.internal.StatefulPersistenceContext","1,040 B (0%)","10 (0%)"
"java.lang.Byte[]","1,040 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy30","1,040 B (0%)","65 (0%)"
"java.lang.Short[]","1,040 B (0%)","1 (0%)"
"org.h2.index.MetaIndex","1,040 B (0%)","13 (0%)"
"org.h2.expression.function.FunctionInfo[]","1,032 B (0%)","1 (0%)"
"java.time.format.DateTimeFormatterBuilder$CompositePrinterParser","1,032 B (0%)","43 (0%)"
"com.sun.jmx.mbeanserver.PerInterface$MethodAndSig","1,032 B (0%)","43 (0%)"
"jdk.internal.reflect.ClassFileAssembler","1,024 B (0%)","32 (0%)"
"org.springframework.web.servlet.mvc.condition.PatternsRequestCondition","1,024 B (0%)","32 (0%)"
"com.sun.management.internal.DiagnosticCommandArgumentInfo[]","1,024 B (0%)","41 (0%)"
"org.hibernate.annotations.common.reflection.java.JavaXSimpleType","1,024 B (0%)","32 (0%)"
"java.util.stream.ReferencePipeline$2","1,024 B (0%)","16 (0%)"
"org.springframework.data.jpa.mapping.JpaPersistentPropertyImpl","1,024 B (0%)","8 (0%)"
"java.lang.invoke.VarHandle$AccessDescriptor","1,024 B (0%)","32 (0%)"
"java.net.NetworkInterface[]","1,016 B (0%)","51 (0%)"
"java.io.ByteArrayOutputStream","1,008 B (0%)","42 (0%)"
"java.security.SecureRandom","1,008 B (0%)","14 (0%)"
"java.beans.PropertyDescriptor","1,008 B (0%)","14 (0%)"
"org.springframework.core.log.CompositeLog","1,000 B (0%)","25 (0%)"
"org.springframework.format.support.FormattingConversionService$PrinterConverter","992 B (0%)","31 (0%)"
"org.thymeleaf.engine.TemplateModelController$SkipBody[]","992 B (0%)","9 (0%)"
"java.lang.invoke.VarHandle$AccessMode","992 B (0%)","31 (0%)"
"java.lang.invoke.InnerClassLambdaMetafactory$ForwardingMethodGenerator","984 B (0%)","41 (0%)"
"java.lang.invoke.InfoFromMemberName","984 B (0%)","41 (0%)"
"java.lang.invoke.ConstantCallSite","984 B (0%)","41 (0%)"
"org.apache.tomcat.util.http.parser.AcceptLanguage","960 B (0%)","40 (0%)"
"java.util.EnumMap$EntryIterator$Entry","960 B (0%)","40 (0%)"
"java.security.Provider$EngineDescription","960 B (0%)","30 (0%)"
"org.springframework.beans.factory.config.DependencyDescriptor","960 B (0%)","15 (0%)"
"org.h2.expression.ExpressionColumn","960 B (0%)","20 (0%)"
"java.util.LinkedList$ListItr","960 B (0%)","30 (0%)"
"java.util.regex.Pattern$$Lambda$100.0x000000010017c040","960 B (0%)","60 (0%)"
"com.sun.jmx.mbeanserver.MXBeanSupport","960 B (0%)","24 (0%)"
"org.h2.jdbc.JdbcConnection","960 B (0%)","10 (0%)"
"java.rmi.MarshalledObject","960 B (0%)","30 (0%)"
"org.thymeleaf.standard.expression.ExpressionParsingNode","960 B (0%)","40 (0%)"
"sun.util.locale.ParseStatus","960 B (0%)","40 (0%)"
"org.thymeleaf.engine.ElementTagStructureHandler","960 B (0%)","8 (0%)"
"javax.management.remote.rmi.RMIConnectionImpl$SetCcl","960 B (0%)","60 (0%)"
"javax.management.MBeanParameterInfo[]","952 B (0%)","39 (0%)"
"antlr.collections.impl.BitSet","944 B (0%)","59 (0%)"
"sun.reflect.generics.visitor.Reifier","936 B (0%)","39 (0%)"
"java.io.ObjectStreamClass$FieldReflector","920 B (0%)","23 (0%)"
"sun.reflect.generics.parser.SignatureParser","912 B (0%)","38 (0%)"
"java.util.jar.Attributes","912 B (0%)","57 (0%)"
"java.util.AbstractList$ListItr","896 B (0%)","28 (0%)"
"double[]","896 B (0%)","9 (0%)"
"java.time.format.DateTimeFormatterBuilder$CharLiteralPrinterParser","896 B (0%)","56 (0%)"
"com.fasterxml.jackson.databind.DeserializationFeature","896 B (0%)","28 (0%)"
"sun.security.provider.PolicyFile$PolicyEntry","888 B (0%)","37 (0%)"
"org.hibernate.sql.Alias","888 B (0%)","37 (0%)"
"java.util.HashMap$EntryIterator","880 B (0%)","22 (0%)"
"java.nio.ByteBuffer[]","880 B (0%)","11 (0%)"
"org.springframework.expression.spel.support.ReflectivePropertyAccessor$PropertyCacheKey","864 B (0%)","36 (0%)"
"org.springframework.util.ReflectionUtils$$Lambda$430.0x00000001003eac40","864 B (0%)","54 (0%)"
"com.fasterxml.jackson.databind.MapperFeature","864 B (0%)","27 (0%)"
"net.bytebuddy.description.type.TypeDescription$ForLoadedType","864 B (0%)","27 (0%)"
